,fund_house,scheme_type,scheme_category,scheme_code,scheme_name,date,nav
149,DHFL Pramerica Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,138574,DHFL Pramerica Banking and PSU Debt fund- Direct Plan-  Regular Bonus,08-03-2016,12.94450
150,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,138568,PGIM India Banking and PSU Debt fund- Direct Plan- Annual Dividend,16-09-2016,11.00920
151,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,138563,PGIM India Banking and PSU Debt fund- Direct Plan- Monthly Dividend,08-03-2016,10.37510
152,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,138567,PGIM India Banking and PSU Debt fund- Direct Plan- Quarterly Dividend,08-03-2016,10.70620
153,DHFL Pramerica Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,138569,DHFL Pramerica Banking and PSU Debt fund- Direct Plan- Weekly Dividend,09-06-2016,10.31060
154,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,138564,PGIM India Banking and PSU Debt fund- Direct Plan-Growth,08-03-2016,13.06650
155,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,125502,SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),18-11-2013,1000.79930
156,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,125503,SBI BANKING & PSU FUND - Direct Plan - Growth,18-11-2013,1363.53120
157,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,125505,SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),08-08-2014,1012.41330
158,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,125504,SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),30-05-2014,1002.72570
159,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,125498,SBI BANKING & PSU FUND - Regular Paln - Growth,18-11-2013,1355.56660
160,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,125499,SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),18-11-2013,1000.74540
161,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,125501,SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),18-11-2013,1006.40180
162,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,125500,SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),18-11-2013,1001.29210
163,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134363,Sundaram Banking & PSU Debt Fund - Direct Growth,30-03-2015,10.01020
164,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134370,Sundaram Banking & PSU Debt Fund - Direct Monthly Dividend,30-03-2015,10.01020
165,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134369,Sundaram Banking & PSU Debt Fund - Direct Quarterly Dividend,31-03-2016,10.63560
166,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134355,Sundaram Banking & PSU Debt Fund - Regular Annual Bonus,30-03-2015,10.01000
167,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134356,Sundaram Banking & PSU Debt Fund - Regular Growth,30-03-2015,10.01000
168,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134359,Sundaram Banking & PSU Debt Fund - Regular Monthly Dividend,30-03-2015,10.01000
169,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134361,Sundaram Banking & PSU Debt Fund - Regular Quarterly Bonus,30-03-2015,10.01000
170,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134360,Sundaram Banking & PSU Debt Fund - Regular Weekly Dividend,30-03-2015,10.01000
171,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134362,Sundaram Banking & PSU Debt Fund Regular Quarterly Dividend,30-03-2015,10.01000
172,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,119629,Sundaram Banking and PSU Debt Fund Direct Plan - Bonus,03-01-2013,0.00000
173,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,119627,Sundaram Banking and PSU Debt Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),03-01-2013,0.00000
174,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,119625,Sundaram Banking and PSU Debt Fund Direct Plan - Growth,03-01-2013,0.00000
175,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,119626,Sundaram Banking and PSU Debt Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),03-01-2013,0.00000
176,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,118326,Sundaram Banking and PSU Debt Fund Regular Plan - Bonus,22-10-2013,19.37480
177,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,100782,Sundaram Banking and PSU Debt Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),03-04-2006,10.05190
178,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,100784,Sundaram Banking and PSU Debt Fund Regular Plan - Growth,03-04-2006,10.72330
179,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,100793,Sundaram Banking and PSU Debt Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),03-04-2006,10.16950
180,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,100783,Sundaram Banking and PSU Debt Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),01-04-2006,10.22280
181,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,100781,Sundaram Banking and PSU Debt Fund Retail Plan - Growth,03-04-2006,10.65670
182,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,100780,Sundaram Banking and PSU Debt Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),01-04-2006,10.18700
183,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134358,SundaramBanking&PSUDebtFund-RegularDailyDividendReinvestment,07-10-2015,10.48560
184,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,147637,Tata Banking & PSU Debt Fund  Direct Plan - Payout of Income Distribution cum capital withdrawal option ,11-10-2019,10.01080
185,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,147638,Tata Banking & PSU Debt Fund  Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,11-10-2019,10.01080
186,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,147634,Tata Banking & PSU Debt Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,11-10-2019,10.01040
187,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,147633,Tata Banking & PSU Debt Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,11-10-2019,10.01040
188,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,147636,Tata Banking & PSU Debt Fund-Direct Plan-Growth,11-10-2019,10.01080
189,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,147635,Tata Banking & PSU Debt Fund-Regular Plan-Growth,11-10-2019,10.01040
190,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,148656,TRUSTMF BANKING & PSU DEBT FUND - DIRECT GROWTH,02-02-2021,995.80630
191,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,148655,TRUSTMF BANKING & PSU DEBT FUND - REGULAR GROWTH,02-02-2021,995.77900
192,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,148672,TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION,02-02-2021,995.80450
193,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,148678,TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,02-02-2021,995.76090
194,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,148681,TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION,02-02-2021,995.79250
195,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,148670,TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,02-02-2021,995.80630
196,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,148675,TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,02-02-2021,995.75600
197,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,148669,TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,04-02-2021,995.93820
198,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,148667,TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,02-02-2021,995.72800
199,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,148674,TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,02-02-2021,995.72600
200,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,148668,TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,04-02-2021,995.88300
201,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,148679,TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,02-02-2021,995.72800
202,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,140135,UTI Banking & PSU Debt Fund - Direct Plan - Annual IDCW,15-11-2016,10.12850
203,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,133972,UTI Banking & PSU Debt Fund - Direct Plan - Flexi IDCW,20-02-2015,10.00440
204,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,126940,UTI Banking & PSU Debt Fund - Direct Plan - Growth Option,06-02-2014,10.01510
205,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,141375,UTI Banking & PSU Debt Fund - Direct Plan - Half-Yearly IDCW,04-05-2017,10.39750
206,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134026,UTI Banking & PSU Debt Fund - Direct Plan - Monthly IDCW,26-02-2015,10.00210
207,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,126942,UTI Banking & PSU Debt Fund - Direct Plan - Quarterly IDCW,06-02-2014,10.01510
208,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,140116,UTI Banking & PSU Debt Fund - Regular Plan - Annual IDCW,07-11-2016,10.00630
209,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,133971,UTI Banking & PSU Debt Fund - Regular Plan - Flexi IDCW,12-08-2016,9.99850
210,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,139407,UTI Banking & PSU Debt Fund - Regular Plan - Half-Yearly IDCW,26-05-2016,10.01130
211,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,136110,UTI Banking & PSU Debt Fund - Regular Plan - Monthly IDCW,13-01-2016,10.01980
212,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,126941,UTI Banking & PSU Debt Fund - Regular Plan - Quarterly IDCW,06-02-2014,10.01490
213,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,126939,UTI Banking & PSU Debt Fund- Regular Plan - Growth Option,06-02-2014,10.01490
214,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,119533,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,02-01-2013,42.52430
215,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,103178,Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,03-04-2006,23.98170
216,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,124832,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW,01-10-2013,10.00460
217,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,119532,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW,02-01-2013,11.68030
218,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,124833,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW,14-10-2013,10.00120
219,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,103183,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,03-04-2006,10.09990
220,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,103179,Aditya Birla Sun Life Income Fund-Plan D(54EA Dividend),03-04-2006,10.56020
221,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,141586,Axis Corporate Debt Fund - Direct Plan - Daily IDCW,18-07-2017,10.02450
222,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,141590,Axis Corporate Debt Fund - Direct Plan - Monthly IDCW,18-07-2017,10.02450
223,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,141591,Axis Corporate Debt Fund - Direct Plan - Regular IDCW,18-07-2017,10.02450
224,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,141587,Axis Corporate Debt Fund - Direct Plan - Weekly IDCW,18-07-2017,10.02450
225,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,141588,Axis Corporate Debt Fund - Direct Plan Growth,18-07-2017,10.02450
226,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,141589,Axis Corporate Debt Fund - Regular Plan - Daily IDCW,18-07-2017,10.02310
227,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,141594,Axis Corporate Debt Fund - Regular Plan - Monthly IDCW,18-07-2017,10.02310
228,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,141595,Axis Corporate Debt Fund - Regular Plan - Regular IDCW,18-07-2017,10.02310
229,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,141592,Axis Corporate Debt Fund - Regular Plan - Weekly IDCW,18-07-2017,10.02310
230,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,141593,Axis Corporate Debt Fund - Regular Plan Growth,18-07-2017,10.02310
231,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150230,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option,14-03-2022,11.16620
232,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150229,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,14-03-2022,25.76070
233,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150231,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option,14-03-2022,10.15080
234,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150228,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option,14-03-2022,10.29250
235,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150236,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,14-03-2022,11.30320
236,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150237,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,14-03-2022,23.39900
237,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150238,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,14-03-2022,10.26620
238,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150239,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,14-03-2022,10.58710
239,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150233,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,14-03-2022,11.11020
240,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150235,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,14-03-2022,22.26740
241,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150234,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,14-03-2022,10.10380
242,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,150232,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,14-03-2022,10.23790
243,Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,126685,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,10-02-2014,10.03570
244,Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,126686,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),10-02-2014,10.03570
245,Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,126687,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,10-02-2014,10.03550
246,Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,126688,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),10-02-2014,10.03550
247,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144646,DSP Corporate Bond Fund - Direct - Growth,11-09-2018,10.01020
248,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144647,DSP Corporate Bond Fund - Direct - IDCW,11-09-2018,10.01020
249,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144651,DSP Corporate Bond Fund - Direct - IDCW - Monthly,11-09-2018,10.01020
250,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144648,DSP Corporate Bond Fund - Direct - IDCW - Quarterly ,11-09-2018,10.01020
251,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144644,DSP Corporate Bond Fund - Regular - Growth,11-09-2018,10.01020
252,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144650,DSP Corporate Bond Fund - Regular - IDCW,11-09-2018,10.01020
253,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144645,DSP Corporate Bond Fund - Regular - IDCW - Monthly,11-09-2018,10.01020
254,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144649,DSP Corporate Bond Fund - Regular - IDCW - Quarterly ,11-09-2018,10.01020
255,Franklin Templeton Mutual Fund,103182;-;-;Aditya Birla Sun Life Income Fund-Plan G,54EB Growth,119289,Franklin India Corporate Debt Fund - Direct - Bonus,01-01-2013,17.16970
256,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,118569,Franklin India Corporate Debt Fund - Direct - GROWTH,01-01-2013,38.91570
257,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100528,Franklin India Corporate Debt Fund - Growth,03-04-2006,23.91410
258,Franklin Templeton Mutual Fund,103182;-;-;Aditya Birla Sun Life Income Fund-Plan G,54EB Growth,100532,Franklin India Corporate Debt Fund - Monthly Bonus,03-04-2006,19.47490
259,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100527,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,03-04-2006,10.19410
260,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,118570,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,01-01-2013,13.79270
261,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,118573,Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW,01-01-2013,12.91980
