index_col,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Axis Mutual Fund,Axis Mutual Fund,Axis Mutual Fund,Axis Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,Edelweiss Mutual Fund,Edelweiss Mutual Fund,Edelweiss Mutual Fund,Edelweiss Mutual Fund,Franklin Templeton Mutual Fund,Franklin Templeton Mutual Fund,ICICI Prudential Mutual Fund,ICICI Prudential Mutual Fund,ICICI Prudential Mutual Fund,ICICI Prudential Mutual Fund,IDFC Mutual Fund,IDFC Mutual Fund,IDFC Mutual Fund,IDFC Mutual Fund,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund,LIC Mutual Fund,LIC Mutual Fund,LIC Mutual Fund,LIC Mutual Fund,Motilal Oswal Mutual Fund,Motilal Oswal Mutual Fund,Motilal Oswal Mutual Fund,Motilal Oswal Mutual Fund,Navi Mutual Fund,Navi Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Tata Mutual Fund,Tata Mutual Fund,Taurus Mutual Fund,Taurus Mutual Fund,Taurus Mutual Fund,Taurus Mutual Fund,UTI Mutual Fund,UTI Mutual Fund,UTI Mutual Fund,UTI Mutual Fund
2020-08-14,,,,,111.14860,110.30090,12.16230,11.92850,,,,,9.21480,9.21480,9.08830,9.08830,10.44660,10.44660,10.41500,10.41500,,,,,91.08430,88.37830,108.63750,111.98250,15.05950,14.47490,23.42710,21.25580,23.59950,21.44940,,,,,64.12200,23.63230,61.73810,22.77490,9.22000,9.19610,10.39770,10.33440,,,19.50310,19.50310,18.65600,18.65600,,,72.19270,67.77950,22.23680,20.81260,21.15130,13.48370,37.41690,74.26730,73.60750,37.08350
2020-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-17,,,,,111.83330,110.97830,12.23720,12.00170,,,,,9.34810,9.34810,9.21940,9.21940,10.51020,10.51020,10.47830,10.47830,,,,,91.63840,88.91300,109.29960,112.66820,15.15180,14.56310,23.57000,21.38550,23.74370,21.58050,,,,,64.50360,23.77300,62.10270,22.90940,9.27610,9.25180,10.45730,10.39310,,,19.62230,19.62220,18.76840,18.76840,,,72.62480,68.17950,22.38300,20.94950,21.29000,13.57220,37.64600,74.72190,74.05780,37.31030
2020-08-18,,,,,113.18780,112.32170,12.38540,12.14700,,,,,9.44480,9.44480,9.31470,9.31470,10.63820,10.63820,10.60590,10.60590,,,,,92.75530,89.99570,110.63650,114.04780,15.33720,14.74130,23.85770,21.64650,24.03360,21.84400,,,,,65.29420,24.06440,62.86290,23.18980,9.38920,9.36440,10.58400,10.51890,,,19.86240,19.86240,18.99760,18.99760,,,73.50870,69.00800,22.64070,21.19060,21.53500,13.72840,38.10760,75.63810,74.96580,37.76780
2020-08-19,,,,,113.42230,112.55360,12.41110,12.17210,,,,,9.48060,9.48060,9.34990,9.34990,10.66050,10.66050,10.62810,10.62810,,,,,92.95050,90.18410,110.86830,114.28790,15.36950,14.77220,23.90760,21.69180,24.08400,21.88980,,,,,65.42790,24.11360,62.99070,23.23700,9.40880,9.38390,10.61860,10.55300,,,19.90400,19.90400,19.03690,19.03700,,,73.65970,69.14950,22.68410,21.23080,21.57580,13.75440,38.18770,75.79730,75.12350,37.84720
2020-08-20,,,,,112.46770,111.60550,12.30660,12.06950,,,,,9.45800,9.45800,9.32750,9.32750,10.57110,10.57110,10.53890,10.53890,,,,,92.17260,89.42830,109.93470,113.32660,15.24030,14.64780,23.70670,21.50950,23.88160,21.70590,,,,,64.87090,23.90830,62.45350,23.03880,9.33010,9.30530,10.57020,10.50470,,,19.73690,19.73690,18.87750,18.87750,,,73.04120,68.56670,22.48230,21.04200,21.38370,13.63190,37.86640,75.15940,74.49120,37.52870
2020-08-21,,,,,113.05550,112.18810,12.37090,12.13260,,,,,9.50460,9.50460,9.37330,9.37330,10.62580,10.62580,10.59340,10.59340,,,,,92.65480,89.89510,110.50740,113.91800,15.31980,14.72410,23.83040,21.62170,24.00640,21.81920,,,,,65.20750,24.03240,62.77660,23.15800,9.37870,9.35370,10.63100,10.56500,,,19.83980,19.83980,18.97450,18.97450,,,73.41900,68.91930,22.59320,21.14580,21.48910,13.69910,38.06440,75.55250,74.88070,37.72490
2020-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24,,,,,113.98410,113.10730,12.47260,12.23200,,,,,9.53830,9.53830,9.40630,9.40630,10.71330,10.71330,10.68050,10.68050,,,,,93.41950,90.63400,111.41990,114.86190,15.44670,14.84560,24.02700,21.80010,24.20470,21.99950,,,,,65.74960,24.23220,63.29550,23.34940,9.45650,9.43100,10.71230,10.64520,,,20.00460,20.00460,19.13040,19.13040,,,74.02560,69.48520,22.74500,21.28780,21.63310,13.79090,38.38100,76.18090,75.50330,38.03860
2020-08-25,,,,,114.03150,113.15560,12.47770,12.23700,,,,,9.54580,9.54580,9.41360,9.41360,10.71870,10.71870,10.68590,10.68590,,,,,93.46520,90.67730,111.47410,114.91870,15.45440,14.85280,24.03810,21.81020,24.21600,22.00980,,,,,65.78030,24.24350,63.32410,23.36000,9.46100,9.43540,10.72520,10.65780,,,20.01440,20.01440,19.13920,19.13920,,,74.05820,69.51360,22.73730,21.28070,21.62570,13.78620,38.40020,76.21910,75.54100,38.05760
2020-08-26,,,,,114.81420,113.93150,12.56340,12.32090,,,,,9.62400,9.62400,9.49070,9.49070,10.79320,10.79320,10.76010,10.76010,,,,,94.10470,91.29670,112.24820,115.71790,15.56180,14.95600,24.20290,21.95970,24.38210,22.16070,,,,,66.23090,24.40960,63.75700,23.51970,9.52620,9.50030,10.79180,10.72380,,,20.15350,20.15350,19.27170,19.27170,,,74.57000,69.99190,22.87340,21.40800,21.75500,13.86860,38.66740,76.74930,76.06650,38.32230
2020-08-27,,,,,114.90600,114.02190,12.57340,12.33060,,,,,9.66270,9.66270,9.52870,9.52870,10.80210,10.80210,10.76900,10.76900,,,,,94.18150,91.37020,112.34050,115.81420,15.57480,14.96830,24.22280,21.97770,24.40220,22.17900,,,,,66.28410,24.42900,63.80670,23.53800,9.53380,9.50770,10.80660,10.73830,,,20.17020,20.17020,19.28710,19.28710,,,74.62570,70.04200,22.89840,21.43140,21.77870,13.88370,38.69960,76.81320,76.12970,38.35410
2020-08-28,,,,,115.75700,114.86540,12.66650,12.42190,,,,,9.72560,9.72560,9.59060,9.59060,10.88450,10.88450,10.85100,10.85100,,,,,94.87940,92.04620,113.19330,116.69440,15.69310,15.08190,24.40730,22.14510,24.58820,22.34810,,,,,66.78740,24.61450,64.29030,23.71640,9.60470,9.57840,10.87240,10.80350,,,20.32360,20.32350,19.43320,19.43310,,,75.17950,70.55960,23.03640,21.56060,21.90990,13.96740,38.99410,77.39780,76.70900,38.64600
2020-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-31,,,,,113.17530,112.30140,12.38400,12.14460,,,,,9.44830,9.44830,9.31680,9.31680,10.64130,10.64130,10.60850,10.60850,,,,,92.78280,90.00920,110.67130,114.09790,15.34400,14.74590,23.86380,21.65210,24.04100,21.85080,,,,,65.29990,24.06630,62.85550,23.18710,9.39220,9.36610,10.55570,10.48830,,,19.87110,19.87110,18.99900,18.99900,,,73.52290,68.99870,22.49410,21.05310,21.39380,13.63840,38.12550,75.67380,75.00010,37.78510
2020-09-01,,,,,120.79610,119.95360,13.21280,12.97680,,,,,10.05480,10.05480,9.94260,9.94260,11.39230,11.39230,11.37220,11.37220,,,,,99.24650,96.60240,118.42110,121.78880,16.37720,15.77440,25.34020,25.53920,25.50080,25.71750,,,,,69.84290,25.73540,67.45040,24.88210,9.95060,9.94840,11.14150,11.11660,,,21.24360,21.24360,20.44990,20.44990,,,78.56400,74.04260,23.76830,22.25070,22.62390,14.42180,40.74610,80.87530,80.18780,40.39860
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-03,,,,,103.56280,102.80230,11.32830,11.12140,,,,,8.55580,8.55580,8.45340,8.45340,9.78000,9.78000,9.75960,9.75960,,,,,85.21400,82.87040,101.40280,104.36270,14.03420,13.50990,21.72640,21.89710,21.87050,22.05660,,,,,59.89830,22.07120,57.79490,21.32020,8.54830,8.54080,9.69140,9.65940,,,18.19920,18.19920,17.48640,17.48640,,,67.42030,63.49240,20.42810,19.12500,19.43340,12.38870,34.90240,69.27630,68.67950,34.60070
2020-09-04,,,,,90.53320,89.81980,9.90450,9.71980,,,,,7.42800,7.42800,7.33720,7.33720,8.51360,8.51360,8.49310,8.49310,,,,,74.23760,72.16010,88.54490,91.15760,12.25880,11.79760,19.06810,17.30090,19.19830,17.44940,,,,,52.22380,19.24150,50.36350,18.57890,7.49150,7.48250,8.40010,8.36790,,,15.85770,15.85770,15.21900,15.21900,,,58.76880,55.38480,18.03230,16.88700,17.15430,10.93580,30.38430,60.30860,59.78550,30.11990
2020-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-06,,,,,99.74610,98.99850,10.91470,10.70660,,,,,8.45460,8.45460,8.34470,8.34470,9.37180,9.37180,9.34640,9.34640,,,,,81.65280,79.29080,97.45130,100.38690,13.50060,12.98480,21.01610,19.06820,21.16480,19.23670,,,,,57.46340,21.19250,55.41920,20.44390,8.26820,8.25280,9.28860,9.24290,,,17.49400,17.49390,16.76340,16.76340,,,64.74230,60.90070,19.85400,18.59170,18.87490,12.03260,33.53260,66.55760,65.97250,33.23690
2020-09-07,,,,,107.46340,106.64660,11.75910,11.53350,,,,,8.79090,8.79090,8.67360,8.67360,10.09420,10.09420,10.06540,10.06540,,,,,87.98670,85.40750,104.98840,108.17840,14.54850,13.98860,22.63790,20.53970,22.80090,20.72370,,,,,61.96990,22.83930,59.69870,22.02260,8.91060,8.89110,9.98460,9.93030,,,18.84400,18.84390,18.04400,18.04400,,,69.75560,65.55860,21.28700,19.92410,20.25180,12.91030,36.14530,71.74340,71.10880,35.82460
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,,,,,112.08910,111.21710,12.26510,12.02720,,,,,9.37770,9.37770,9.24640,9.24640,10.54050,10.54050,10.50760,10.50760,,,,,91.95400,89.19610,109.61210,113.01820,15.19880,14.60520,23.66060,21.46770,23.83720,21.66550,,,,,64.68590,23.84000,62.25620,22.96600,9.30690,9.28010,10.46760,10.39910,,,19.68330,19.68330,18.81470,18.81470,,,72.86980,68.36400,22.29880,20.87020,21.20710,13.51930,37.76590,74.95990,74.29190,37.42830
2020-09-10,,,,,118.24920,117.30490,12.93920,12.68560,,,,,9.57350,9.57350,9.43650,9.43650,11.13240,11.13240,11.09650,11.09650,,,,,97.09770,94.15370,115.70820,119.34710,16.04930,15.41810,25.00380,22.68630,25.19350,22.89820,,,,,68.37000,25.19730,65.77070,24.26250,9.83080,9.79930,10.98200,10.90430,,,20.78890,20.78880,19.85440,19.85440,,,76.97320,72.18730,23.56590,22.05830,22.41110,14.28690,39.88970,79.17550,78.46730,39.53180
2020-09-11,,,,,123.85650,122.84160,13.55270,13.28430,,,,,10.05600,10.05600,9.90890,9.90890,11.66440,11.66440,11.62530,11.62530,,,,,101.70250,98.58450,121.21220,125.06200,16.81790,16.14960,26.19370,23.76590,26.39570,23.99100,,,,,71.59780,26.38700,68.84830,25.39780,10.30220,10.26570,11.47650,11.38900,,,21.78290,21.78290,20.78680,20.78680,,,80.62620,75.58400,24.59600,23.02170,23.38630,14.90850,41.80370,82.97450,82.22950,41.42720
2020-09-12,,,,,134.39050,133.26390,14.70540,14.41100,,,,,11.39480,11.39480,11.22470,11.22470,12.65720,12.65720,12.61330,12.61330,,,,,110.27700,106.86000,131.53030,135.74940,18.25490,17.52340,28.39900,25.76680,28.63220,26.02370,,,,,77.63400,28.61080,74.61710,27.52590,11.18110,11.13790,12.59720,12.49450,,,23.64240,23.64230,22.54530,22.54530,,,87.43630,81.93370,26.74870,25.03690,25.42960,16.21110,45.38040,90.07370,89.26210,44.97020
2020-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,,,,,113.66980,112.78130,12.43810,12.19640,,,,,9.47600,9.47600,9.34290,9.34290,10.69170,10.69170,10.65820,10.65820,,,,,93.26830,90.46590,111.17510,114.63600,15.41640,14.81350,24.00580,21.78090,24.18550,21.98200,,,,,65.61480,24.18240,63.14540,23.29410,9.43970,9.41200,10.69330,10.62240,,,19.96580,19.96580,19.08210,19.08210,,,73.91840,69.34280,22.61820,21.17070,21.51190,13.71360,38.30880,76.03750,75.35940,37.96610
2020-09-15,,,,,114.48330,113.58770,12.52710,12.28360,,,,,9.52740,9.52740,9.39340,9.39340,10.76740,10.76740,10.73360,10.73360,,,,,93.92400,91.10090,111.96740,115.45360,15.52630,14.91900,24.17250,21.93210,24.35340,22.13470,,,,,66.08370,24.35520,63.59560,23.46010,9.50660,9.47870,10.78260,10.71090,,,20.10840,20.10840,19.21780,19.21780,,,74.43610,69.82760,22.77240,21.31500,21.65840,13.80710,38.58250,76.58080,75.89790,38.23740
2020-09-16,,,,,115.29700,114.39430,12.61620,12.37090,,,,,9.58460,9.58460,9.44970,9.44970,10.84430,10.84430,10.81020,10.81020,,,,,94.60020,91.75570,112.76630,116.27850,15.63720,15.02540,24.34610,22.08960,24.52850,22.29380,,,,,66.55920,24.53040,64.05230,23.62860,9.57430,9.54610,10.84840,10.77600,,,20.25260,20.25260,19.35500,19.35500,,,74.97220,70.33580,22.96890,21.49890,21.84510,13.92610,38.85910,77.12980,76.44180,38.51140
2020-09-17,,,,,114.41640,113.51990,12.51980,12.27630,,,,,9.52350,9.52350,9.38940,9.38940,10.76190,10.76190,10.72800,10.72800,,,,,93.88260,91.05870,111.90740,115.39410,15.51830,14.91100,24.16200,21.92260,24.34310,22.12530,,,,,66.05390,24.34420,63.56510,23.44890,9.50190,9.47380,10.77630,10.70420,,,20.09840,20.09830,19.20700,19.20700,,,74.40350,69.80140,22.81500,21.35450,21.69840,13.83250,38.56290,76.54200,75.85920,38.21790
2020-09-18,,,,,114.30840,113.41180,12.50800,12.26460,,,,,9.58730,9.58730,9.45220,9.45220,10.75150,10.75150,10.71760,10.71760,,,,,93.79160,90.96940,111.79880,115.28330,15.50340,14.89650,24.13990,21.90260,24.32100,22.10520,,,,,65.98880,24.32020,63.50140,23.42540,9.49270,9.46450,10.76820,10.69600,,,20.07890,20.07880,19.18780,19.18780,,,74.32750,69.72920,22.84810,21.38550,21.72980,13.85250,38.52550,76.46760,75.78540,38.18070
2020-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21,,,,,111.78480,110.90580,12.23180,11.99360,,,,,9.27380,9.27380,9.14290,9.14290,10.51510,10.51510,10.48180,10.48180,,,,,91.74240,88.97880,109.34200,112.75310,15.16310,14.56920,23.61180,21.42340,23.78920,21.62180,,,,,64.53740,23.78530,62.10190,22.90910,9.28350,9.25570,10.49270,10.42180,,,19.63500,19.63500,18.76210,18.76210,,,72.71130,68.20850,22.31320,20.88490,21.22070,13.52800,37.67370,74.77690,74.10950,37.33640
2020-09-22,,,,,110.83290,109.96070,12.12770,11.89140,,,,,9.17560,9.17560,9.04590,9.04590,10.42570,10.42570,10.39270,10.39270,,,,,90.95800,88.21710,108.40400,111.78810,15.03340,14.44430,23.40780,21.23830,23.58370,21.43510,,,,,63.98750,23.58260,61.57180,22.71360,9.20390,9.17620,10.38270,10.31230,,,19.46590,19.46590,18.60000,18.60000,,,72.09050,67.62550,22.11460,20.69900,21.03170,13.40750,37.34930,74.13310,73.47140,37.01490
2020-09-23,,,,,110.61520,109.74390,12.10390,11.86800,,,,,9.10420,9.10420,8.97540,8.97540,10.40540,10.40540,10.37240,10.37240,,,,,90.77410,88.03770,108.19390,111.57250,15.00440,14.41630,23.36350,21.19800,23.53910,21.39460,,,,,63.86600,23.53780,61.45400,22.67010,9.18610,9.15830,10.36090,10.29050,,,19.42790,19.42780,18.56320,18.56320,,,71.95260,67.49530,22.08140,20.66790,21.00000,13.38730,37.27610,73.98770,73.32720,36.94230
2020-09-24,,,,,107.39790,106.55120,11.75180,11.52270,,,,,8.82110,8.82110,8.69620,8.69620,10.10360,10.10360,10.07150,10.07150,,,,,88.16620,85.50750,105.08890,108.37370,14.57420,14.00290,22.68440,20.58200,22.85510,20.77290,,,,,62.00550,22.85210,59.66280,22.00930,8.91990,8.89280,10.08380,10.01520,,,18.85850,18.85850,18.01870,18.01870,,,69.87860,65.54900,21.46150,20.08870,20.41140,13.01210,36.18210,71.81630,71.17510,35.85800
2020-09-25,,,,,109.76560,108.89950,12.01090,11.77660,,,,,9.04110,9.04110,8.91300,8.91300,10.32970,10.32970,10.29690,10.29690,,,,,90.13920,87.42000,107.39630,110.75530,14.89450,14.31050,23.19820,21.04810,23.37280,21.24340,,,,,63.40920,23.36950,61.01260,22.50730,9.11950,9.09170,10.32080,10.25040,,,19.28430,19.28430,18.42490,18.42490,,,71.43650,67.00960,21.92860,20.52580,20.85550,13.29520,37.00030,73.44050,72.78470,36.66890
2020-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,,,,,111.49180,110.60980,12.19980,11.96160,,,,,9.24660,9.24660,9.11530,9.11530,10.49440,10.49440,10.46090,10.46090,,,,,91.55870,88.79370,109.08140,112.49710,15.12870,14.53510,23.57120,21.38650,23.74890,21.58530,,,,,64.41240,23.73920,61.97510,22.86230,9.26350,9.23500,10.51530,10.44290,,,19.59270,19.59270,18.71790,18.71790,,,72.54830,68.04590,22.26900,20.84440,21.17890,13.50140,37.59330,74.61730,73.95080,37.25640
2020-09-29,,,,,111.44110,110.55870,12.19420,11.95610,,,,,9.20450,9.20450,9.07370,9.07370,10.48950,10.48950,10.45600,10.45600,,,,,91.52230,88.75740,109.02810,112.44300,15.12150,14.52800,23.56040,21.37670,23.73810,21.57540,,,,,64.38190,23.72790,61.94470,22.85110,9.25930,9.23070,10.50330,10.43090,,,19.58370,19.58370,18.70880,18.70880,,,72.52080,68.02020,22.27540,20.85040,21.18490,13.50520,37.57590,74.58280,73.91650,37.23910
2020-09-30,,,,,111.68220,110.79720,12.22060,11.98190,,,,,9.20560,9.20560,9.07480,9.07480,10.51280,10.51280,10.47910,10.47910,,,,,91.72460,88.95260,109.26860,112.69200,15.15500,14.56010,23.61100,21.42270,23.78930,21.62190,,,,,64.52670,23.78130,62.08310,22.90220,9.27970,9.25090,10.52710,10.45430,,,19.62740,19.62740,18.74990,18.74990,,,72.68100,68.16960,22.30800,20.88100,21.21580,13.52490,37.65960,74.74900,74.08120,37.32210
2020-10-01,,,,,121.16970,120.32370,13.25370,13.01680,,,,,10.07890,10.07890,9.96640,9.96640,11.43020,11.43020,11.41000,11.41000,,,,,99.57210,96.91800,118.81520,122.19460,16.43180,15.82680,25.42430,25.62390,25.58550,25.80290,,,,,70.07670,25.82150,67.67520,24.96510,9.98280,9.98040,11.17830,11.15310,,,21.31460,21.31450,20.51760,20.51760,,,78.82320,74.28610,23.86130,22.33780,22.71220,14.47810,40.88250,81.14600,80.45610,40.53380
2020-10-02,,,,,118.83930,117.98480,12.99880,12.76380,,,,,9.85000,9.85000,9.73590,9.73590,11.22500,11.22500,11.20320,11.20320,,,,,97.71970,95.07280,116.61370,119.97390,16.13320,15.53470,24.95750,25.15350,25.11960,25.33300,,,,,68.81380,25.35620,66.42480,24.50380,9.79860,9.79290,11.13840,11.10720,,,20.92520,20.92520,20.12370,20.12370,,,77.33490,72.85230,23.39800,21.90360,22.26420,14.19250,40.13190,79.65620,78.97410,39.78720
2020-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06,,,,,100.44710,99.69380,10.99140,10.78170,,,,,8.45090,8.45090,8.34100,8.34100,9.43660,9.43660,9.41100,9.41100,,,,,82.21780,79.83820,98.12670,101.08320,13.59410,13.07470,21.16170,19.20030,21.31140,19.37000,,,,,57.86050,21.33900,55.80130,20.58490,8.32520,8.30950,9.35020,9.30410,,,17.61440,17.61440,16.87840,16.87840,,,65.18970,61.31990,19.96160,18.69250,18.97700,12.09770,33.76440,67.01760,66.42840,33.46660
2020-10-07,,,,,106.98440,106.17360,11.70670,11.48230,,,,,8.72240,8.72240,8.60590,8.60590,10.05170,10.05170,10.02300,10.02300,,,,,87.61160,85.04240,104.54940,107.72710,14.48780,13.93020,22.54300,20.45360,22.70540,20.63690,,,,,61.71430,22.74510,59.45160,21.93140,8.87370,8.85420,9.94280,9.88850,,,18.76520,18.76530,17.96820,17.96820,,,69.47210,65.29050,21.18670,19.83020,20.15630,12.84950,35.99310,71.44120,70.80920,35.67370
2020-10-08,,,,,112.02150,111.17030,12.25780,12.02250,,,,,9.24040,9.24040,9.11390,9.11390,10.52740,10.52740,10.49580,10.49580,,,,,91.78670,89.06390,109.48450,112.85130,15.17640,14.58780,23.60900,21.42080,23.78220,21.61550,,,,,64.62980,23.81950,62.23080,22.95660,9.29150,9.26790,10.45510,10.39220,,,19.65420,19.65420,18.80280,18.80280,,,72.75270,68.31230,22.35920,20.92720,21.26810,13.55820,37.70680,74.84270,74.17810,37.37090
2020-10-09,,,,,113.77030,112.88450,12.44910,12.20750,,,,,9.44600,9.44600,9.31370,9.31370,10.70000,10.70000,10.66660,10.66660,,,,,93.33260,90.53240,111.26510,114.72390,15.42820,14.82540,24.02020,21.79390,24.19950,21.99480,,,,,65.66950,24.20260,63.20190,23.31490,9.44680,9.41960,10.61170,10.54210,,,19.98120,19.98120,19.09890,19.09890,,,73.96730,69.39210,22.64760,21.19810,21.54020,13.73170,38.33920,76.09790,75.41960,37.99640
2020-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-11,,,,,125.54110,124.51160,13.73710,13.46490,,,,,10.16100,10.16100,10.01230,10.01230,11.82340,11.82340,11.78370,11.78370,,,,,103.09170,99.92990,122.86470,126.76880,17.04730,16.36970,26.54650,24.08600,26.75140,24.31420,,,,,72.56910,26.74490,69.78130,25.74200,10.44250,10.40540,11.57990,11.49140,,,22.07930,22.07930,21.06890,21.06890,,,81.71630,76.60500,24.93820,23.34200,23.71150,15.11590,42.37320,84.10480,83.34960,41.99150
2020-10-12,,,,,133.89010,132.76680,14.65060,14.35730,,,,,11.34650,11.34650,11.17690,11.17690,12.60760,12.60760,12.56380,12.56380,,,,,109.86930,106.46370,131.03710,135.24160,18.18660,17.45770,28.29300,25.67060,28.52590,25.92700,,,,,77.34540,28.50450,74.33860,27.42310,11.13920,11.09600,12.55240,12.44980,,,23.55350,23.55350,22.45990,22.45990,,,87.11040,81.62730,26.61550,24.91220,25.30280,16.13030,45.21030,89.73600,88.92740,44.80160
2020-10-13,,,,,118.44870,117.49960,12.96100,12.70670,,,,,9.53580,9.53580,9.39900,9.39900,11.15130,11.15130,11.11520,11.11520,,,,,97.26720,94.31380,115.89850,119.54820,16.07630,15.44330,25.04570,22.72440,25.23610,22.93700,,,,,68.48760,25.24060,65.87990,24.30280,9.84740,9.81550,10.96650,10.88810,,,20.82430,20.82430,19.88620,19.88620,,,77.10450,72.30680,23.62820,22.11670,22.46990,14.32440,39.95770,79.31050,78.60070,39.59910
2020-10-14,,,,,118.83480,117.88180,13.00330,12.74800,,,,,9.53980,9.53980,9.40290,9.40290,11.18800,11.18800,11.15160,11.15160,,,,,97.58010,94.61620,116.27850,119.94200,16.12910,15.49390,25.12810,22.79910,25.31930,23.01250,,,,,68.71240,25.32340,66.09510,24.38220,9.87990,9.84770,10.99800,10.91920,,,20.89330,20.89330,19.95160,19.95160,,,77.35720,72.54280,23.70080,22.18460,22.53880,14.36830,40.08980,79.57260,78.86040,39.72990
2020-10-15,,,,,115.95310,115.02250,12.68800,12.43880,,,,,9.37160,9.37160,9.23690,9.23690,10.91790,10.91790,10.88240,10.88240,,,,,95.21730,92.32420,113.46420,117.04030,15.73890,15.11890,24.51780,22.24540,24.70440,22.45370,,,,,67.05090,24.71110,64.49590,23.79220,9.64040,9.60890,10.76320,10.68590,,,20.38630,20.38620,19.46690,19.46690,,,75.49120,70.79210,23.15290,21.67190,22.01780,14.03610,39.11610,77.63990,76.94490,38.76490
2020-10-16,,,,,116.76470,115.82670,12.77680,12.52580,,,,,9.45960,9.45960,9.32360,9.32360,10.99420,10.99420,10.95840,10.95840,,,,,95.88330,92.96880,114.25510,117.85720,15.84880,15.22430,24.69190,22.40330,24.87990,22.61320,,,,,67.51390,24.88170,64.94030,23.95620,9.70790,9.67610,10.84630,10.76820,,,20.52920,20.52920,19.60300,19.60300,,,76.01800,71.28520,23.31320,21.82190,22.17010,14.13320,39.39090,78.18530,77.48540,39.03720
2020-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-19,,,,,117.85580,116.90660,12.89620,12.64250,,,,,9.53280,9.53280,9.39550,9.39550,11.09660,11.09660,11.06030,11.06030,,,,,96.76600,93.82150,115.31890,118.95820,15.99680,15.36580,24.92400,22.61390,25.11410,22.82610,,,,,68.14370,25.11380,65.54300,24.17850,9.79870,9.76630,10.93860,10.85920,,,20.72130,20.72130,19.78500,19.78500,,,76.72180,71.94260,23.52880,22.02350,22.37450,14.26360,39.76080,78.91950,78.21280,39.40360
